ts,bias,strength,risk_off,vix,vix_pct,vix_chg_1d,vix_chg_5d,pcr_oi,pcr_vol,skew,call_wall_dist_pct,put_wall_dist_pct,trend_side,trend_adx
2026-02-19T12:30:54,NEUTRAL,0.3125,False,13.06,0.6,0.06873977086743042,0.113384484228474,0.5488413363104461,1.309306694522472,0.011444387531220873,0.6768371083895441,0.49382378821963663,NO_TRADE,22.876076970969905
2026-02-24T11:01:36,BEARISH,0.6875,True,14.29,0.8666666666666667,0.008468595624558872,0.12786108918705597,0.7164196805530886,1.4285265978129833,-0.016474720520973263,0.4652404003696778,0.3196442902582103,SHORT,19.944587789712212
2026-02-24T11:21:36,BEARISH,0.6875,True,14.03,0.8666666666666667,-0.009880028228652122,0.10734017363851614,0.8354795567113644,1.3701060620856738,0.008990762819766962,0.327829019432644,0.06407656267451475,SHORT,19.55091746690762
2026-02-24T11:38:38,BULLISH,0.5625,True,14.06,0.8666666666666667,-0.00776287932251231,0.10970797158642467,0.8636429553221271,1.3283050501177451,0.013513562360763565,0.3124969387055378,0.07934875246128074,LONG,40.492377817294475
