ts_reco,tradingsymbol,side,entry,sl,target
2026-02-16T16:34:58,ASTRAL26FEB1640CE,LONG,16.2,11.89315839383629,22.660262409245625
2026-02-16T16:34:58,ANGELONE26FEB2550PE,SHORT,57.85,47.73560071974668,73.02159892037999
2026-02-16T16:34:58,ALKEM26FEB5500PE,SHORT,129.35,114.06305333724507,152.2804199941324
