action,align_mode,ask,bid,bos,bos_strength,breakevens,delta,dte,dtf_dir,entry,entry_model,expiry,greeks_conf,greeks_max_lots,htf_align,htf_dir,is_live,iv,iv_pct,iv_samples,kite_symbol,legs_json,lot_size,ltf_dir,ltp,margin_est,max_loss,max_lots,max_profit,mid,mkt_bias,mkt_risk_off,mkt_strength,net_premium,notes,pass_caps,quote_ts,reason,regime,regime_conf,right,risk_lots,score,sent_mult,session,side,signal_strength,sl,spot_symbol,spread_pct,strategy_type,strike,target,theta_day,time_stop_min,tradingsymbol,ts_signal,underlying,vega_1pct
BUY_PE,hard,56.85,55.35,NONE,0.0,,-0.8919895112610855,0,,56.85,ask,2026-02-24,high,0,True,DOWN,False,1.9872671430740358,0.5,2,NFO:ADANIGREEN26FEB1020PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":1020,""tradingsymbol"":""ADANIGREEN26FEB1020PE"",""instrument_token"":15104514,""bid"":55.35,""ask"":56.85,""mid"":56.1,""ltp"":56.1,""oi"":53400.0,""volume"":60600.0,""spread_pct"":0.026737967914438502,""price_used"":56.85,""tag"":""long"",""iv"":1.9872671430740358,""delta"":-0.8919895112610855,""gamma"":0.0044482316882516835,""vega_1pct"":0.03896199408311818,""theta_day"":-22.305077993882247,""greeks_conf"":""high""}]",600,DOWN,56.1,34110.0,56.85,0,,56.1,BEARISH,True,0.6875,56.85,adx=16.5 | ivp=0.50 | dte=0 | spr=0.027 | fallback single-leg,False,,Trend DOWN but ADX<18. Trigger SHORT when ADX>=18 AND RSI<=48.,TREND,0.829445165073893,PE,0,-0.9826075762065555,1.136625,MID,SHORT,0.9826075762065555,28.425,NSE:ADANIGREEN,0.026737967914438502,BUY_PE,1020,102.33,-22.305077993882247,90,ADANIGREEN26FEB1020PE,None,ADANIGREEN,0.03896199408311818
BUY_CE,hard,134.2,128.35,NONE,0.0,,0.9787567254856918,0,,134.2,ask,2026-02-24,low,0,True,UP,False,0.5,0.5,2,NFO:BRITANNIA26FEB6000CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":6000,""tradingsymbol"":""BRITANNIA26FEB6000CE"",""instrument_token"":21001986,""bid"":128.35,""ask"":134.2,""mid"":131.27499999999998,""ltp"":131.27499999999998,""oi"":31875.0,""volume"":18500.0,""spread_pct"":0.04456294039230619,""price_used"":134.2,""tag"":""long"",""iv"":0.5,""delta"":0.9787567254856918,""gamma"":0.0007657560994696694,""vega_1pct"":0.06781521108748297,""theta_day"":-10.828781389832265,""greeks_conf"":""low""}]",125,UP,131.27499999999998,16775.0,134.2,0,,131.27499999999998,BEARISH,True,0.6875,134.2,adx=15.6 | ivp=0.50 | dte=0 | spr=0.045 | fallback single-leg,False,,Trend UP but ADX<18. Trigger LONG when ADX>=18 AND RSI>=52.,TREND,0.8019737371841089,CE,0,0.5930951139563017,0.8195,MID,LONG,0.5930951139563017,67.1,NSE:BRITANNIA,0.04456294039230619,BUY_CE,6000,241.55999999999997,-10.828781389832265,90,BRITANNIA26FEB6000CE,None,BRITANNIA,0.06781521108748297
BUY_PE,hard,271.5,270.2,NONE,0.0,,-0.9259322405840252,0,,271.5,ask,2026-02-24,low,0,True,DOWN,False,2.8882984570083616,1.0,2,NFO:BSE26FEB3000PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":3000,""tradingsymbol"":""BSE26FEB3000PE"",""instrument_token"":21083906,""bid"":270.2,""ask"":271.5,""mid"":270.85,""ltp"":270.85,""oi"":344250.0,""volume"":55500.0,""spread_pct"":0.004799704633561054,""price_used"":271.5,""tag"":""long"",""iv"":2.8882984570083616,""delta"":-0.9259322405840252,""gamma"":0.0008180950633275201,""vega_1pct"":0.08319827589259136,""theta_day"":-69.45140006617194,""greeks_conf"":""low""}]",375,DOWN,270.85,101812.5,271.5,0,,270.85,BEARISH,True,0.6875,271.5,adx=14.5 | ivp=1.00 | dte=0 | spr=0.005 | fallback single-leg,False,,Trend DOWN but ADX<18. Trigger SHORT when ADX>=18 AND RSI<=48.,VOLATILE,1.0,PE,0,-0.740610323912096,1.136625,MID,SHORT,0.740610323912096,135.75,NSE:BSE,0.004799704633561054,BUY_PE,3000,488.7,-69.45140006617194,90,BSE26FEB3000PE,None,BSE,0.08319827589259136
BUY_PE,hard,86.95,85.55,NONE,0.0,,-0.9804672807173119,0,,86.95,ask,2026-02-24,low,0,True,DOWN,True,2.506409190124512,1.0,2,NFO:CAMS26FEB800PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":800,""tradingsymbol"":""CAMS26FEB800PE"",""instrument_token"":21199106,""bid"":85.55,""ask"":86.95,""mid"":86.25,""ltp"":86.25,""oi"":22500.0,""volume"":6750.0,""spread_pct"":0.01623188405797108,""price_used"":86.95,""tag"":""long"",""iv"":2.506409190124512,""delta"":-0.9804672807173119,""gamma"":0.0012221419464304877,""vega_1pct"":0.007352111553695745,""theta_day"":-5.232403254692407,""greeks_conf"":""low""}]",750,DOWN,86.25,65212.5,86.95,0,,86.25,BEARISH,True,0.6875,86.95,adx=32.1 | ivp=1.00 | dte=0 | spr=0.016 | fallback single-leg,False,,LIVE signal,VOLATILE,1.0,PE,0,-1.1805270451969603,1.136625,MID,SHORT,1.1805270451969603,43.475,NSE:CAMS,0.01623188405797108,BUY_PE,800,156.51000000000002,-5.232403254692407,90,CAMS26FEB800PE,None,CAMS,0.007352111553695745
BUY_CE,hard,12.6,12.5,BOS_UP,0.050059594755664155,,0.9616931113704223,0,,12.6,ask,2026-02-24,high,0,True,UP,True,2.1704107221679694,1.0,2,NFO:CANBK26FEB145CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":145,""tradingsymbol"":""CANBK26FEB145CE"",""instrument_token"":21338626,""bid"":12.5,""ask"":12.6,""mid"":12.55,""ltp"":12.55,""oi"":1755000.0,""volume"":216000.0,""spread_pct"":0.007968127490039813,""price_used"":12.6,""tag"":""long"",""iv"":2.1704107221679694,""delta"":0.9616931113704223,""gamma"":0.011221601624208632,""vega_1pct"":0.0028416797239834033,""theta_day"":-1.8175202883675423,""greeks_conf"":""high""}]",6750,UP,12.55,85050.0,12.6,0,,12.55,BEARISH,True,0.6875,12.6,adx=23.2 | ivp=1.00 | dte=0 | spr=0.008 | fallback single-leg,False,,LIVE signal,VOLATILE,1.0,CE,0,0.8988116412107721,0.8195,MID,LONG,0.8988116412107721,6.3,NSE:CANBK,0.007968127490039813,BUY_CE,145,22.68,-1.8175202883675423,90,CANBK26FEB145CE,None,CANBK,0.0028416797239834033
BUY_CE,hard,117.55,115.2,NONE,0.0,,0.9774868341861701,0,,117.55,ask,2026-02-24,low,0,True,UP,False,4.1520692613830565,1.0,2,NFO:CGPOWER26FEB600CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":600,""tradingsymbol"":""CGPOWER26FEB600CE"",""instrument_token"":21404418,""bid"":115.2,""ask"":117.55,""mid"":116.375,""ltp"":116.375,""oi"":273700.0,""volume"":11900.0,""spread_pct"":0.020193340494092327,""price_used"":117.55,""tag"":""long"",""iv"":4.1520692613830565,""delta"":0.9774868341861701,""gamma"":0.0008299827090065515,""vega_1pct"":0.00831078365680581,""theta_day"":-10.138777647169125,""greeks_conf"":""low""}]",850,UP,116.375,99917.5,117.55,0,,116.375,BEARISH,True,0.6875,117.55,adx=11.6 | ivp=1.00 | dte=0 | spr=0.020 | fallback single-leg,False,,Trend UP but ADX<18. Trigger LONG when ADX>=18 AND RSI>=52.,VOLATILE,1.0,CE,0,0.505490905203584,0.8195,MID,LONG,0.505490905203584,58.775,NSE:CGPOWER,0.020193340494092327,BUY_CE,600,211.59,-10.138777647169125,90,CGPOWER26FEB600CE,None,CGPOWER,0.00831078365680581
BUY_PE,hard,76.55,76.05,NONE,0.0,,-0.8756111565826913,0,,76.55,ask,2026-02-24,high,0,True,DOWN,False,2.0891958336257934,1.0,2,NFO:CIPLA26FEB1400PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":1400,""tradingsymbol"":""CIPLA26FEB1400PE"",""instrument_token"":21702146,""bid"":76.05,""ask"":76.55,""mid"":76.3,""ltp"":76.3,""oi"":98625.0,""volume"":15750.0,""spread_pct"":0.006553079947575361,""price_used"":76.55,""tag"":""long"",""iv"":2.0891958336257934,""delta"":-0.8756111565826913,""gamma"":0.0034103471506772153,""vega_1pct"":0.059069530175350236,""theta_day"":-35.719379903836504,""greeks_conf"":""high""}]",375,DOWN,76.3,28706.25,76.55,0,,76.3,BEARISH,True,0.6875,76.55,adx=20.7 | ivp=1.00 | dte=0 | spr=0.007 | fallback single-leg,False,,Trigger SHORT when RSI closes <= 48 AND price closes below EMA_fast.,VOLATILE,1.0,PE,0,-0.9717334239577521,1.136625,MID,SHORT,0.9717334239577521,38.275,NSE:CIPLA,0.006553079947575361,BUY_PE,1400,137.79,-35.719379903836504,90,CIPLA26FEB1400PE,None,CIPLA,0.059069530175350236
BUY_CE,hard,10.4,10.1,NONE,0.0,,0.9889916034234507,0,,10.4,ask,2026-02-24,low,0,True,UP,False,0.5,1.0,2,NFO:COALINDIA26FEB415CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":415,""tradingsymbol"":""COALINDIA26FEB415CE"",""instrument_token"":21931010,""bid"":10.1,""ask"":10.4,""mid"":10.25,""ltp"":10.25,""oi"":186300.0,""volume"":64800.0,""spread_pct"":0.029268292682926897,""price_used"":10.4,""tag"":""long"",""iv"":0.5,""delta"":0.9889916034234507,""gamma"":0.0062808609419767215,""vega_1pct"":0.0026741885676280913,""theta_day"":-0.456696978823166,""greeks_conf"":""low""}]",1350,UP,10.25,14040.0,10.4,0,,10.25,BEARISH,True,0.6875,10.4,adx=15.3 | ivp=1.00 | dte=0 | spr=0.029 | fallback single-leg,False,,Trend UP but ADX<18. Trigger LONG when ADX>=18 AND RSI>=52.,VOLATILE,1.0,CE,0,0.542389128754944,0.8195,MID,LONG,0.542389128754944,5.2,NSE:COALINDIA,0.029268292682926897,BUY_CE,415,18.720000000000002,-0.456696978823166,90,COALINDIA26FEB415CE,None,COALINDIA,0.0026741885676280913
BUY_PE,hard,57.7,56.65,NONE,0.0,,-0.9540217580230584,0,,57.7,ask,2026-02-24,high,0,True,DOWN,True,1.226807395263672,1.0,2,NFO:COFORGE26FEB1280PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":1280,""tradingsymbol"":""COFORGE26FEB1280PE"",""instrument_token"":22010882,""bid"":56.65,""ask"":57.7,""mid"":57.175,""ltp"":57.175,""oi"":45000.0,""volume"":161250.0,""spread_pct"":0.018364669873196404,""price_used"":57.7,""tag"":""long"",""iv"":1.226807395263672,""delta"":-0.9540217580230584,""gamma"":0.0029623018553414644,""vega_1pct"":0.025592412557451663,""theta_day"":-8.939792917105176,""greeks_conf"":""high""}]",375,DOWN,57.175,21637.5,57.7,0,,57.175,BEARISH,True,0.6875,57.7,adx=55.4 | ivp=1.00 | dte=0 | spr=0.018 | fallback single-leg,False,,LIVE signal,VOLATILE,1.0,PE,0,-1.7613375219753167,1.136625,MID,SHORT,1.7613375219753167,28.85,NSE:COFORGE,0.018364669873196404,BUY_PE,1280,103.86000000000001,-8.939792917105176,90,COFORGE26FEB1280PE,None,COFORGE,0.025592412557451663
BUY_CE,hard,39.7,38.15,NONE,0.0,,0.9710677695981933,0,,39.7,ask,2026-02-24,low,0,True,UP,True,0.5,0.5,2,NFO:COLPAL26FEB2160CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":2160,""tradingsymbol"":""COLPAL26FEB2160CE"",""instrument_token"":22122242,""bid"":38.15,""ask"":39.7,""mid"":38.925,""ltp"":38.925,""oi"":81675.0,""volume"":13050.0,""spread_pct"":0.03982016698779716,""price_used"":39.7,""tag"":""long"",""iv"":0.5,""delta"":0.9710677695981933,""gamma"":0.0027613703346273536,""vega_1pct"":0.03157368373399248,""theta_day"":-4.941172309360468,""greeks_conf"":""low""}]",225,UP,38.925,8932.5,39.7,0,,38.925,BEARISH,True,0.6875,39.7,adx=18.5 | ivp=0.50 | dte=0 | spr=0.040 | fallback single-leg,False,,LIVE signal,TREND,0.7783126354652845,CE,0,0.7797865611836972,0.8195,MID,LONG,0.7797865611836972,19.85,NSE:COLPAL,0.03982016698779716,BUY_CE,2160,71.46000000000001,-4.941172309360468,90,COLPAL26FEB2160CE,None,COLPAL,0.03157368373399248
BUY_PE,hard,18.65,18.35,NONE,0.0,,-0.8410998811142496,0,,18.65,ask,2026-02-24,high,0,True,DOWN,False,1.5213782592010499,1.0,2,NFO:CONCOR26FEB520PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":520,""tradingsymbol"":""CONCOR26FEB520PE"",""instrument_token"":22244866,""bid"":18.35,""ask"":18.65,""mid"":18.5,""ltp"":18.5,""oi"":386250.0,""volume"":118750.0,""spread_pct"":0.01621621621621606,""price_used"":18.65,""tag"":""long"",""iv"":1.5213782592010499,""delta"":-0.8410998811142496,""gamma"":0.014597575599279834,""vega_1pct"":0.026417140163247997,""theta_day"":-11.630756412617696,""greeks_conf"":""high""}]",1250,DOWN,18.5,23312.5,18.65,0,,18.5,BEARISH,True,0.6875,18.65,adx=15.4 | ivp=1.00 | dte=0 | spr=0.016 | fallback single-leg,False,,Trend DOWN but ADX<18. Trigger SHORT when ADX>=18 AND RSI<=48.,VOLATILE,1.0,PE,0,-0.8865151587667458,1.136625,MID,SHORT,0.8865151587667458,9.325,NSE:CONCOR,0.01621621621621606,BUY_PE,520,33.57,-11.630756412617696,90,CONCOR26FEB520PE,None,CONCOR,0.026417140163247997
BUY_CE,hard,180.95,178.0,NONE,0.0,,0.9322136550452309,0,,180.95,ask,2026-02-24,high,0,True,UP,True,1.1442573629455566,1.0,2,NFO:CUMMINSIND26FEB4700CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":4700,""tradingsymbol"":""CUMMINSIND26FEB4700CE"",""instrument_token"":22417922,""bid"":178.0,""ask"":180.95,""mid"":179.475,""ltp"":179.475,""oi"":40800.0,""volume"":34200.0,""spread_pct"":0.01643682964201136,""price_used"":180.95,""tag"":""long"",""iv"":1.1442573629455566,""delta"":0.9322136550452309,""gamma"":0.0010825464272711729,""vega_1pct"":0.138502344821679,""theta_day"":-46.87544742441417,""greeks_conf"":""high""}]",200,UP,179.475,36190.0,180.95,0,,179.475,BEARISH,True,0.6875,180.95,adx=30.2 | ivp=1.00 | dte=0 | spr=0.016 | fallback single-leg,False,,LIVE signal,VOLATILE,1.0,CE,0,0.979609754084748,0.8195,MID,LONG,0.979609754084748,90.475,NSE:CUMMINSIND,0.01643682964201136,BUY_CE,4700,325.71,-46.87544742441417,90,CUMMINSIND26FEB4700CE,None,CUMMINSIND,0.138502344821679
BUY_CE,hard,14.8,14.2,NONE,0.0,,0.997272054468224,0,,14.8,ask,2026-02-24,low,0,True,UP,True,0.5,0.5,2,NFO:DABUR26FEB500CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":500,""tradingsymbol"":""DABUR26FEB500CE"",""instrument_token"":22497538,""bid"":14.2,""ask"":14.8,""mid"":14.5,""ltp"":14.5,""oi"":378750.0,""volume"":150000.0,""spread_pct"":0.04137931034482768,""price_used"":14.8,""tag"":""long"",""iv"":0.5,""delta"":0.997272054468224,""gamma"":0.0015030528874675076,""vega_1pct"":0.000938326959680165,""theta_day"":-0.2186132488545761,""greeks_conf"":""low""}]",1250,UP,14.5,18500.0,14.8,0,,14.5,BEARISH,True,0.6875,14.8,adx=30.2 | ivp=0.50 | dte=0 | spr=0.041 | fallback single-leg,False,,LIVE signal,TREND,0.9961704883187128,CE,0,0.9049166706316533,0.8195,MID,LONG,0.9049166706316533,7.4,NSE:DABUR,0.04137931034482768,BUY_CE,500,26.64,-0.2186132488545761,90,DABUR26FEB500CE,None,DABUR,0.000938326959680165
BUY_PE,hard,1030.25,1020.0,BOS_DOWN,0.13099415204678364,,-0.9453315305537493,0,,1030.25,ask,2026-02-24,low,0,True,DOWN,True,2.6064639110193246,1.0,2,NFO:DIXON26FEB11500PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":11500,""tradingsymbol"":""DIXON26FEB11500PE"",""instrument_token"":22914562,""bid"":1020.0,""ask"":1030.25,""mid"":1025.125,""ltp"":1025.125,""oi"":37150.0,""volume"":6200.0,""spread_pct"":0.009998780636507743,""price_used"":1030.25,""tag"":""long"",""iv"":2.6064639110193246,""delta"":-0.9453315305537493,""gamma"":0.00018678367739021734,""vega_1pct"":0.2517644326384948,""theta_day"":-189.40915111842284,""greeks_conf"":""low""}]",50,DOWN,1025.125,51512.5,1030.25,0,,1025.125,BEARISH,True,0.6875,1030.25,adx=49.5 | ivp=1.00 | dte=0 | spr=0.010 | fallback single-leg,False,,LIVE signal,VOLATILE,1.0,PE,0,-1.4169527219571956,1.136625,MID,SHORT,1.4169527219571956,515.125,NSE:DIXON,0.009998780636507743,BUY_PE,11500,1854.45,-189.40915111842284,90,DIXON26FEB11500PE,None,DIXON,0.2517644326384948
BUY_PE,hard,28.85,28.15,NONE,0.0,,-0.9999854153304566,0,,28.85,ask,2026-02-24,low,0,True,DOWN,False,0.5,0.5,2,NFO:DLF26FEB650PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":650,""tradingsymbol"":""DLF26FEB650PE"",""instrument_token"":23780098,""bid"":28.15,""ask"":28.85,""mid"":28.5,""ltp"":28.5,""oi"":391050.0,""volume"":84150.0,""spread_pct"":0.02456140350877203,""price_used"":28.85,""tag"":""long"",""iv"":0.5,""delta"":-0.9999854153304566,""gamma"":9.524265557771994e-06,""vega_1pct"":8.637211065752955e-06,""theta_day"":0.10558634930863255,""greeks_conf"":""low""}]",825,DOWN,28.5,23801.25,28.85,0,,28.5,BEARISH,True,0.6875,28.85,adx=16.7 | ivp=0.50 | dte=0 | spr=0.025 | fallback single-leg,False,,Trend DOWN but ADX<18. Trigger SHORT when ADX>=18 AND RSI<=48.,TREND,0.8184943571746597,PE,0,-0.8380629844135258,1.136625,MID,SHORT,0.8380629844135258,14.425,NSE:DLF,0.02456140350877203,BUY_PE,650,51.93000000000001,0.10558634930863255,90,DLF26FEB650PE,None,DLF,8.637211065752955e-06
BUY_PE,hard,187.1,181.25,NONE,0.0,,-0.9999956539055006,0,,187.1,ask,2026-02-24,low,0,True,DOWN,True,0.5,1.0,2,NFO:DMART26FEB4000PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":4000,""tradingsymbol"":""DMART26FEB4000PE"",""instrument_token"":23095042,""bid"":181.25,""ask"":187.1,""mid"":184.175,""ltp"":184.175,""oi"":27150.0,""volume"":6750.0,""spread_pct"":0.031763268630378684,""price_used"":187.1,""tag"":""long"",""iv"":0.5,""delta"":-0.9999956539055006,""gamma"":4.89530085405378e-07,""vega_1pct"":1.6713142467532062e-05,""theta_day"":0.6550776120904014,""greeks_conf"":""low""}]",150,DOWN,184.175,28065.0,187.1,0,,184.175,BEARISH,True,0.6875,187.1,adx=18.2 | ivp=1.00 | dte=0 | spr=0.032 | fallback single-leg,False,,LIVE signal,VOLATILE,1.0,PE,0,-0.9918507057973089,1.136625,MID,SHORT,0.9918507057973089,93.55,NSE:DMART,0.031763268630378684,BUY_PE,4000,336.78,0.6550776120904014,90,DMART26FEB4000PE,None,DMART,1.6713142467532062e-05
BUY_CE,hard,104.0,101.1,NONE,0.0,,0.9999999999999982,0,,104.0,ask,2026-02-24,low,0,True,UP,True,0.5,1.0,2,NFO:DRREDDY26FEB1200CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":1200,""tradingsymbol"":""DRREDDY26FEB1200CE"",""instrument_token"":23221506,""bid"":101.1,""ask"":104.0,""mid"":102.55,""ltp"":102.55,""oi"":96875.0,""volume"":5625.0,""spread_pct"":0.028278888347147788,""price_used"":104.0,""tag"":""long"",""iv"":0.5,""delta"":0.9999999999999982,""gamma"":9.735188252835777e-16,""vega_1pct"":3.906907879865739e-15,""theta_day"":-0.19725471127725494,""greeks_conf"":""low""}]",625,UP,102.55,65000.0,104.0,0,,102.55,BEARISH,True,0.6875,104.0,adx=25.1 | ivp=1.00 | dte=0 | spr=0.028 | fallback single-leg,False,,LIVE signal,VOLATILE,1.0,CE,0,0.7826561676459225,0.8195,MID,LONG,0.7826561676459225,52.0,NSE:DRREDDY,0.028278888347147788,BUY_CE,1200,187.20000000000002,-0.19725471127725494,90,DRREDDY26FEB1200CE,None,DRREDDY,3.906907879865739e-15
BUY_PE,hard,9.4,9.2,NONE,0.0,,-0.8835255682653252,0,,9.4,ask,2026-02-24,high,0,True,DOWN,True,1.3046272039184568,1.0,2,NFO:ETERNAL26FEB265PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":265,""tradingsymbol"":""ETERNAL26FEB265PE"",""instrument_token"":24341762,""bid"":9.2,""ask"":9.4,""mid"":9.3,""ltp"":9.3,""oi"":2682050.0,""volume"":5441700.0,""spread_pct"":0.021505376344086134,""price_used"":9.4,""tag"":""long"",""iv"":1.3046272039184568,""delta"":-0.8835255682653252,""gamma"":0.027042902044193518,""vega_1pct"":0.01087380392870608,""theta_day"":-4.096722950769239,""greeks_conf"":""high""}]",2425,DOWN,9.3,22795.0,9.4,0,,9.3,BEARISH,True,0.6875,9.4,adx=34.8 | ivp=1.00 | dte=0 | spr=0.022 | fallback single-leg,False,,LIVE signal,VOLATILE,1.0,PE,0,-1.4324329277524894,1.136625,MID,SHORT,1.4324329277524894,4.7,NSE:ETERNAL,0.021505376344086134,BUY_PE,265,16.92,-4.096722950769239,90,ETERNAL26FEB265PE,None,ETERNAL,0.01087380392870608
BUY_PE,hard,15.35,14.7,NONE,0.0,,-0.8464613684170789,0,,15.35,ask,2026-02-24,high,0,True,DOWN,True,1.8078619665527347,1.0,2,NFO:EXIDEIND26FEB350PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":350,""tradingsymbol"":""EXIDEIND26FEB350PE"",""instrument_token"":23607554,""bid"":14.7,""ask"":15.35,""mid"":15.024999999999999,""ltp"":15.024999999999999,""oi"":185400.0,""volume"":19800.0,""spread_pct"":0.043261231281198034,""price_used"":15.35,""tag"":""long"",""iv"":1.8078619665527347,""delta"":-0.8464613684170789,""gamma"":0.017983946299141934,""vega_1pct"":0.017246927119802354,""theta_day"":-9.040931378093646,""greeks_conf"":""high""}]",1800,DOWN,15.024999999999999,27630.0,15.35,0,,15.024999999999999,BEARISH,True,0.6875,15.35,adx=18.7 | ivp=1.00 | dte=0 | spr=0.043 | fallback single-leg,False,,LIVE signal,VOLATILE,1.0,PE,0,-1.173846662404896,1.136625,MID,SHORT,1.173846662404896,7.675,NSE:EXIDEIND,0.043261231281198034,BUY_PE,350,27.63,-9.040931378093646,90,EXIDEIND26FEB350PE,None,EXIDEIND,0.017246927119802354
BUY_CE,hard,19.35,18.9,BOS_UP,0.2208201892744492,,0.9999999996666932,0,,19.35,ask,2026-02-24,low,0,True,UP,True,0.5,1.0,2,NFO:FEDERALBNK26FEB280CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":280,""tradingsymbol"":""FEDERALBNK26FEB280CE"",""instrument_token"":23718402,""bid"":18.9,""ask"":19.35,""mid"":19.125,""ltp"":19.125,""oi"":955000.0,""volume"":195000.0,""spread_pct"":0.02352941176470603,""price_used"":19.35,""tag"":""long"",""iv"":0.5,""delta"":0.9999999996666932,""gamma"":6.501369295468739e-10,""vega_1pct"":1.3686051676403074e-10,""theta_day"":-0.04602611969858996,""greeks_conf"":""low""}]",5000,UP,19.125,96750.0,19.35,0,,19.125,BEARISH,True,0.6875,19.35,adx=29.5 | ivp=1.00 | dte=0 | spr=0.024 | fallback single-leg,False,,LIVE signal,VOLATILE,1.0,CE,0,0.8255624981882634,0.8195,MID,LONG,0.8255624981882634,9.675,NSE:FEDERALBNK,0.02352941176470603,BUY_CE,280,34.830000000000005,-0.04602611969858996,90,FEDERALBNK26FEB280CE,None,FEDERALBNK,1.3686051676403074e-10
BUY_CE,hard,69.3,68.7,NONE,0.0,,0.5419247769603817,0,,69.3,ask,2026-02-24,high,0,True,UP,False,0.24774586832058426,1.0,2,NFO:FINNIFTY26FEB28400CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":28400,""tradingsymbol"":""FINNIFTY26FEB28400CE"",""instrument_token"":15886850,""bid"":68.7,""ask"":69.3,""mid"":69.0,""ltp"":69.0,""oi"":247500.0,""volume"":3961260.0,""spread_pct"":0.00869565217391296,""quote_ts"":""2026-02-24T11:23:03"",""price_used"":69.3,""tag"":""long"",""iv"":0.24774586832058426,""delta"":0.5419247769603817,""gamma"":0.00260014990058691,""vega_1pct"":2.443437814134691,""theta_day"":-179.03393049237513,""greeks_conf"":""high""}]",60,UP,69.0,4158.0,69.3,0,,69.0,BEARISH,True,0.6875,69.3,adx=14.0 | ivp=1.00 | dte=0 | spr=0.009 | watch-mode single-leg,False,2026-02-24T11:23:03,Trend UP but ADX<18. Trigger LONG when ADX>=18 AND RSI>=52.,VOLATILE,1.0,CE,0,0.6230006874778495,0.8195,MID,LONG,0.6230006874778495,34.65,NSE:NIFTY FIN SERVICE,0.00869565217391296,BUY_CE,28400,124.74,-179.03393049237513,90,FINNIFTY26FEB28400CE,None,FINNIFTY,2.443437814134691
BUY_CE,hard,38.1,35.5,NONE,0.0,,0.9650765105122466,0,,38.1,ask,2026-02-24,low,0,True,UP,False,0.5,1.0,2,NFO:GLENMARK26FEB2000CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":2000,""tradingsymbol"":""GLENMARK26FEB2000CE"",""instrument_token"":24005122,""bid"":35.5,""ask"":38.1,""mid"":36.8,""ltp"":36.8,""oi"":127875.0,""volume"":33375.0,""spread_pct"":0.07065217391304353,""price_used"":38.1,""tag"":""long"",""iv"":0.5,""delta"":0.9650765105122466,""gamma"":0.0034901432645606995,""vega_1pct"":0.034091735994701874,""theta_day"":-5.288732288855678,""greeks_conf"":""low""}]",375,UP,36.8,14287.5,38.1,0,,36.8,BEARISH,True,0.6875,38.1,adx=14.8 | ivp=1.00 | dte=0 | spr=0.071 | fallback single-leg,False,,Trend UP but ADX<18. Trigger LONG when ADX>=18 AND RSI>=52.,VOLATILE,1.0,CE,0,0.5373158438686158,0.8195,MID,LONG,0.5373158438686158,19.05,NSE:GLENMARK,0.07065217391304353,BUY_CE,2000,68.58,-5.288732288855678,90,GLENMARK26FEB2000CE,None,GLENMARK,0.034091735994701874
BUY_CE,hard,8.35,8.19,NONE,0.0,,0.9999999999999997,0,,8.35,ask,2026-02-24,low,0,True,UP,False,0.5,1.0,2,NFO:GMRAIRPORT26FEB92CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":92,""tradingsymbol"":""GMRAIRPORT26FEB92CE"",""instrument_token"":24099330,""bid"":8.19,""ask"":8.35,""mid"":8.27,""ltp"":8.27,""oi"":1004400.0,""volume"":20925.0,""spread_pct"":0.019347037484885147,""price_used"":8.35,""tag"":""long"",""iv"":0.5,""delta"":0.9999999999999997,""gamma"":2.248607552050967e-15,""vega_1pct"":5.324428161496439e-17,""theta_day"":-0.015122861543101544,""greeks_conf"":""low""}]",6975,UP,8.27,58241.25,8.35,0,,8.27,BEARISH,True,0.6875,8.35,adx=15.6 | ivp=1.00 | dte=0 | spr=0.019 | fallback single-leg,False,,Trend UP but ADX<18. Trigger LONG when ADX>=18 AND RSI>=52.,VOLATILE,1.0,CE,0,0.5453866253980464,0.8195,MID,LONG,0.5453866253980464,4.175,NSE:GMRAIRPORT,0.019347037484885147,BUY_CE,92,15.03,-0.015122861543101544,90,GMRAIRPORT26FEB92CE,None,GMRAIRPORT,5.324428161496439e-17
