Datetime,open,high,low,close,volume
2025-06-30 00:00:00+05:30,487.4,487.75,479.4,485.25,3254231
2025-07-01 00:00:00+05:30,487.0,489.2,480.7,482.4,1617894
2025-07-02 00:00:00+05:30,484.8,488.4,479.4,487.55,2358163
2025-07-03 00:00:00+05:30,489.5,492.95,487.5,491.6,2976302
2025-07-04 00:00:00+05:30,493.0,497.4,491.6,495.1,2857925
2025-07-07 00:00:00+05:30,501.9,517.7,496.05,512.75,10017201
2025-07-08 00:00:00+05:30,512.5,514.4,510.5,513.1,1995221
2025-07-09 00:00:00+05:30,511.0,523.45,511.0,522.15,3433335
2025-07-10 00:00:00+05:30,523.7,524.4,517.85,522.4,2272923
2025-07-11 00:00:00+05:30,521.5,535.9,518.6,530.85,4512466
2025-07-14 00:00:00+05:30,533.5,536.5,524.55,526.2,1428794
2025-07-15 00:00:00+05:30,526.5,528.9,523.15,527.0,1243559
2025-07-16 00:00:00+05:30,527.0,530.35,525.1,527.95,2301562
2025-07-17 00:00:00+05:30,530.0,531.7,526.55,528.7,1537940
2025-07-18 00:00:00+05:30,522.45,523.4,518.35,522.6,1616139
2025-07-21 00:00:00+05:30,520.1,522.15,513.4,514.55,1172175
2025-07-22 00:00:00+05:30,515.45,516.5,511.0,515.05,1471884
2025-07-23 00:00:00+05:30,517.75,518.5,510.85,513.85,1898497
2025-07-24 00:00:00+05:30,516.9,516.9,511.0,512.55,3715595
2025-07-25 00:00:00+05:30,512.0,514.0,508.35,511.35,2132786
2025-07-28 00:00:00+05:30,507.0,523.95,507.0,522.0,2759206
2025-07-29 00:00:00+05:30,524.65,525.6,514.65,518.3,2646055
2025-07-30 00:00:00+05:30,519.05,523.25,517.6,522.0,1616247
2025-07-31 00:00:00+05:30,518.3,531.75,517.15,529.0,3024718
2025-08-01 00:00:00+05:30,533.0,547.7,531.9,534.35,8042006
2025-08-04 00:00:00+05:30,534.35,538.85,528.2,529.65,2602888
2025-08-05 00:00:00+05:30,529.65,529.65,521.0,524.7,2027038
2025-08-06 00:00:00+05:30,524.15,524.15,512.0,514.0,931299
2025-08-07 00:00:00+05:30,513.75,519.7,512.1,517.2,957305
