Datetime,open,high,low,close,volume
2025-10-20 09:15:00+05:30,2270.7,2270.8,2183.1,2189.9,205860
2025-10-20 10:15:00+05:30,2190.0,2198.0,2171.0,2176.2,108353
2025-10-20 11:15:00+05:30,2176.2,2176.9,2163.8,2173.6,74210
2025-10-20 12:15:00+05:30,2173.6,2189.4,2172.7,2184.1,64921
2025-10-20 13:15:00+05:30,2183.0,2195.5,2182.6,2191.4,60209
2025-10-20 14:15:00+05:30,2191.4,2199.5,2190.0,2198.1,89623
2025-10-20 15:15:00+05:30,2198.8,2200.0,2190.6,2190.7,202874
2025-10-21 13:45:00+05:30,2195.9,2210.0,2181.1,2184.0,29114
2025-10-23 09:15:00+05:30,2185.0,2192.0,2148.7,2150.0,69751
2025-10-23 10:15:00+05:30,2150.0,2161.0,2150.0,2153.4,21172
2025-10-23 11:15:00+05:30,2153.4,2160.8,2148.1,2148.9,22781
2025-10-23 12:15:00+05:30,2148.9,2149.7,2141.0,2144.3,32087
2025-10-23 13:15:00+05:30,2144.3,2152.3,2136.6,2143.5,37044
2025-10-23 14:15:00+05:30,2143.5,2145.0,2131.0,2134.5,74785
2025-10-23 15:15:00+05:30,2135.0,2137.0,2129.2,2135.3,35654
2025-10-24 09:15:00+05:30,2144.4,2145.0,2110.1,2111.1,160875
2025-10-24 10:15:00+05:30,2111.1,2112.4,2093.8,2097.8,48397
2025-10-24 11:15:00+05:30,2097.8,2097.8,2089.2,2092.3,24788
2025-10-24 12:15:00+05:30,2091.3,2100.0,2085.0,2099.1,37851
2025-10-24 13:15:00+05:30,2100.0,2101.0,2092.9,2097.2,23272
2025-10-24 14:15:00+05:30,2098.0,2100.9,2090.5,2100.0,39176
2025-10-24 15:15:00+05:30,2099.3,2100.0,2098.0,2098.0,25615
2025-10-27 09:15:00+05:30,2103.7,2105.6,2087.4,2092.0,63804
2025-10-27 10:15:00+05:30,2092.0,2096.9,2085.5,2094.2,286881
2025-10-27 11:15:00+05:30,2094.1,2100.3,2089.9,2091.0,112458
2025-10-27 12:15:00+05:30,2091.0,2099.3,2090.3,2098.0,103136
2025-10-27 13:15:00+05:30,2098.0,2107.5,2091.8,2102.0,153571
2025-10-27 14:15:00+05:30,2102.0,2106.8,2090.5,2090.9,161324
2025-10-27 15:15:00+05:30,2091.7,2095.6,2090.5,2092.0,55534
2025-10-28 09:15:00+05:30,2094.0,2099.4,2083.4,2087.1,20049
2025-10-28 10:15:00+05:30,2087.1,2093.0,2084.4,2089.2,9380
2025-10-28 11:15:00+05:30,2089.2,2102.1,2088.6,2100.6,47666
2025-10-28 12:15:00+05:30,2100.6,2133.3,2100.6,2131.3,114810
2025-10-28 13:15:00+05:30,2131.3,2133.4,2124.9,2127.4,47131
2025-10-28 14:15:00+05:30,2127.4,2131.9,2118.1,2126.4,46154
2025-10-28 15:15:00+05:30,2126.4,2130.9,2126.1,2128.9,21717
2025-10-29 09:15:00+05:30,2132.0,2137.9,2117.2,2125.7,37444
2025-10-29 10:15:00+05:30,2125.7,2145.0,2122.0,2135.1,31968
2025-10-29 11:15:00+05:30,2135.1,2137.5,2125.1,2126.2,34524
2025-10-29 12:15:00+05:30,2125.2,2139.7,2125.2,2138.0,28207
2025-10-29 13:15:00+05:30,2138.0,2143.0,2133.2,2138.8,37818
2025-10-29 14:15:00+05:30,2138.8,2143.3,2128.8,2131.5,56854
2025-10-29 15:15:00+05:30,2132.1,2139.2,2130.9,2131.7,21600
2025-10-30 09:15:00+05:30,2145.0,2145.0,2101.7,2111.5,58664
2025-10-30 10:15:00+05:30,2111.5,2112.2,2105.4,2109.7,25785
2025-10-30 11:15:00+05:30,2109.7,2115.0,2105.7,2106.7,47463
2025-10-30 12:15:00+05:30,2106.7,2108.4,2100.0,2102.2,22273
2025-10-30 13:15:00+05:30,2102.2,2105.7,2092.6,2099.8,24177
2025-10-30 14:15:00+05:30,2099.8,2103.2,2096.2,2098.7,21762
2025-10-30 15:15:00+05:30,2098.6,2101.5,2096.6,2096.9,12532
2025-10-31 09:15:00+05:30,2100.6,2109.9,2087.4,2100.0,68592
2025-10-31 10:15:00+05:30,2100.0,2101.1,2092.0,2097.0,91495
2025-10-31 11:15:00+05:30,2097.0,2104.7,2095.1,2100.0,12672
2025-10-31 12:15:00+05:30,2100.0,2103.8,2098.9,2101.1,7046
2025-10-31 13:15:00+05:30,2101.1,2102.0,2096.1,2100.5,25870
2025-10-31 14:15:00+05:30,2100.5,2101.8,2093.6,2093.6,30124
2025-10-31 15:15:00+05:30,2094.0,2100.0,2090.0,2100.0,68660
2025-11-03 09:15:00+05:30,2080.8,2099.6,2080.8,2095.5,13848
2025-11-03 10:15:00+05:30,2095.5,2095.5,2077.7,2081.3,15267
2025-11-03 11:15:00+05:30,2081.3,2081.4,2070.2,2074.1,16997
2025-11-03 12:15:00+05:30,2074.1,2079.0,2072.4,2076.1,28019
2025-11-03 13:15:00+05:30,2076.1,2083.0,2075.5,2080.0,64706
2025-11-03 14:15:00+05:30,2080.0,2083.0,2077.8,2081.6,62637
2025-11-03 15:15:00+05:30,2081.6,2084.5,2081.0,2081.0,8916
2025-11-04 09:15:00+05:30,2071.8,2087.6,2061.3,2063.2,22388
2025-11-04 10:15:00+05:30,2063.2,2071.0,2054.7,2055.1,26956
2025-11-04 11:15:00+05:30,2055.1,2056.7,2042.0,2042.6,20056
2025-11-04 12:15:00+05:30,2042.6,2052.8,2040.0,2044.7,21304
2025-11-04 13:15:00+05:30,2044.7,2047.0,2039.5,2041.0,55530
2025-11-04 14:15:00+05:30,2041.0,2052.3,2039.0,2052.2,111100
2025-11-04 15:15:00+05:30,2052.3,2053.8,2050.0,2050.1,19270
2025-11-06 09:15:00+05:30,2041.9,2066.7,2040.1,2051.3,25375
2025-11-06 10:15:00+05:30,2051.3,2064.0,2047.9,2061.3,20437
2025-11-06 11:15:00+05:30,2061.3,2067.9,2054.8,2065.6,9773
2025-11-06 12:15:00+05:30,2065.6,2066.3,2054.1,2056.0,14687
2025-11-06 13:15:00+05:30,2056.0,2057.0,2046.0,2052.3,31164
2025-11-06 14:15:00+05:30,2052.3,2056.1,2045.0,2049.0,43648
2025-11-06 15:15:00+05:30,2049.0,2053.0,2045.4,2053.0,50842
2025-11-07 09:15:00+05:30,2057.2,2057.2,2029.1,2042.3,16205
2025-11-07 10:15:00+05:30,2042.3,2049.5,2037.2,2046.1,19366
2025-11-07 11:15:00+05:30,2046.1,2049.8,2043.1,2044.5,3404
2025-11-07 12:15:00+05:30,2044.5,2049.0,2041.6,2045.1,4976
2025-11-07 13:15:00+05:30,2045.1,2050.0,2035.2,2037.8,8321
2025-11-07 14:15:00+05:30,2037.8,2041.8,2034.1,2034.6,21927
2025-11-07 15:15:00+05:30,2034.5,2042.5,2034.5,2042.5,13825
2025-11-10 09:15:00+05:30,2036.1,2066.8,2036.1,2057.0,29588
2025-11-10 10:15:00+05:30,2057.0,2062.9,2057.0,2061.7,4980
2025-11-10 11:15:00+05:30,2061.7,2064.4,2057.0,2058.3,9092
2025-11-10 12:15:00+05:30,2058.3,2065.8,2058.3,2063.6,9450
2025-11-10 13:15:00+05:30,2063.6,2066.7,2058.0,2062.3,4333
2025-11-10 14:15:00+05:30,2062.3,2064.3,2054.8,2056.5,19166
2025-11-10 15:15:00+05:30,2056.5,2058.2,2053.5,2055.0,25515
2025-11-11 09:15:00+05:30,2055.6,2064.6,2040.7,2040.8,22561
2025-11-11 10:15:00+05:30,2040.8,2047.1,2037.7,2040.4,16525
2025-11-11 11:15:00+05:30,2040.3,2044.5,2037.0,2040.4,15006
2025-11-11 12:15:00+05:30,2040.4,2044.7,2039.0,2040.0,6901
2025-11-11 13:15:00+05:30,2040.0,2044.5,2040.0,2040.5,9023
2025-11-11 14:15:00+05:30,2040.5,2052.0,2039.5,2045.5,23392
2025-11-11 15:15:00+05:30,2045.5,2046.1,2031.0,2031.3,13807
2025-11-12 09:15:00+05:30,2049.0,2049.0,2025.0,2030.6,16450
2025-11-12 10:15:00+05:30,2030.6,2034.1,2023.2,2024.8,10764
2025-11-12 11:15:00+05:30,2024.8,2030.2,2023.6,2027.5,6722
2025-11-12 12:15:00+05:30,2027.9,2029.0,2023.9,2026.5,4209
2025-11-12 13:15:00+05:30,2026.5,2027.4,2020.9,2024.2,8990
2025-11-12 14:15:00+05:30,2024.2,2039.4,2024.2,2039.4,29286
2025-11-12 15:15:00+05:30,2039.2,2042.0,2037.1,2040.0,29233
2025-11-13 09:15:00+05:30,2049.0,2055.4,2032.3,2053.5,16896
2025-11-13 10:15:00+05:30,2054.1,2065.4,2051.8,2064.3,14576
2025-11-13 11:15:00+05:30,2064.3,2065.6,2052.5,2063.7,26846
2025-11-13 12:15:00+05:30,2063.2,2068.4,2057.2,2061.4,22511
2025-11-13 13:15:00+05:30,2061.4,2063.4,2045.4,2047.5,25259
2025-11-13 14:15:00+05:30,2047.5,2055.0,2044.3,2049.0,26696
2025-11-13 15:15:00+05:30,2049.0,2051.8,2045.3,2048.0,13282
2025-11-14 09:15:00+05:30,2045.0,2052.4,2019.1,2047.3,17404
2025-11-14 10:15:00+05:30,2047.3,2055.0,2046.1,2054.2,5129
2025-11-14 11:15:00+05:30,2054.2,2054.7,2046.1,2050.1,6330
2025-11-14 12:15:00+05:30,2050.1,2052.6,2033.5,2037.3,13650
2025-11-14 13:15:00+05:30,2037.3,2040.5,2016.6,2029.8,19772
2025-11-14 14:15:00+05:30,2029.8,2035.4,2019.6,2034.9,14045
2025-11-14 15:15:00+05:30,2034.9,2038.7,2031.2,2031.6,10136
2025-11-17 09:15:00+05:30,2032.6,2044.7,2026.7,2034.4,10778
2025-11-17 10:15:00+05:30,2034.4,2037.5,2024.6,2025.7,7188
2025-11-17 11:15:00+05:30,2025.7,2030.9,2021.1,2027.3,5192
2025-11-17 12:15:00+05:30,2027.3,2031.2,2023.1,2023.1,8666
2025-11-17 13:15:00+05:30,2023.1,2028.7,2021.0,2025.3,38109
2025-11-17 14:15:00+05:30,2025.3,2026.9,2012.8,2014.5,17301
2025-11-17 15:15:00+05:30,2014.5,2023.3,2010.4,2021.0,30689
2025-11-18 09:15:00+05:30,2029.6,2029.6,1999.6,2007.0,27529
2025-11-18 10:15:00+05:30,2007.0,2009.7,1999.3,2005.1,13617
2025-11-18 11:15:00+05:30,2005.1,2007.9,1996.5,1998.0,63615
2025-11-18 12:15:00+05:30,1998.0,2001.4,1996.5,1997.9,39657
2025-11-18 13:15:00+05:30,1997.9,2000.0,1997.0,1999.9,13237
2025-11-18 14:15:00+05:30,1999.9,2000.2,1983.2,1990.5,34440
2025-11-18 15:15:00+05:30,1990.5,1995.4,1990.0,1994.7,29523
2025-11-19 09:15:00+05:30,1991.0,1998.0,1982.0,1990.0,14333
2025-11-19 10:15:00+05:30,1991.3,2003.0,1985.6,1998.1,45248
2025-11-19 11:15:00+05:30,1998.1,2033.5,1997.9,2028.7,37502
