Datetime,open,high,low,close,volume
2025-06-30 09:15:00+05:30,6888.0,7092.0,6870.0,6913.0,294435
2025-06-30 10:15:00+05:30,6913.0,6933.0,6812.0,6855.0,102659
2025-06-30 11:15:00+05:30,6854.0,6854.0,6765.5,6792.0,73929
2025-06-30 12:15:00+05:30,6794.5,6825.0,6790.0,6793.0,25693
2025-06-30 13:15:00+05:30,6795.0,6830.0,6756.0,6830.0,65723
2025-06-30 14:15:00+05:30,6828.0,6840.0,6720.0,6767.0,72213
2025-06-30 15:15:00+05:30,6768.5,6781.5,6756.0,6770.5,37328
2025-07-01 09:15:00+05:30,6800.0,6829.5,6722.0,6778.5,83621
2025-07-01 10:15:00+05:30,6778.5,6857.0,6771.0,6845.5,36060
2025-07-01 11:15:00+05:30,6847.0,6919.0,6840.0,6883.5,108465
2025-07-01 12:15:00+05:30,6885.0,6988.5,6883.5,6976.0,127737
2025-07-01 13:15:00+05:30,6976.0,6976.5,6940.5,6956.5,40025
2025-07-01 14:15:00+05:30,6958.0,7090.0,6953.0,7075.5,234131
2025-07-01 15:15:00+05:30,7078.5,7110.0,7072.0,7079.0,88226
2025-07-02 09:15:00+05:30,7075.0,7245.0,7050.0,7160.0,283190
2025-07-02 10:15:00+05:30,7161.0,7191.5,7142.5,7174.0,57219
2025-07-02 11:15:00+05:30,7174.0,7250.0,7168.0,7238.0,98492
2025-07-02 12:15:00+05:30,7238.0,7271.5,7224.5,7248.0,57962
2025-07-02 13:15:00+05:30,7245.0,7247.0,7196.0,7210.0,64386
2025-07-02 14:15:00+05:30,7212.0,7215.0,7191.5,7214.5,47818
2025-07-02 15:15:00+05:30,7215.0,7242.5,7201.5,7210.0,44159
2025-07-03 09:15:00+05:30,7224.5,7271.5,7120.0,7242.5,133042
2025-07-03 10:15:00+05:30,7242.5,7250.0,7186.0,7198.5,32103
2025-07-03 11:15:00+05:30,7199.0,7313.5,7189.0,7305.0,95333
2025-07-03 12:15:00+05:30,7305.0,7398.5,7292.0,7388.0,91122
2025-07-03 13:15:00+05:30,7388.0,7389.0,7345.5,7369.0,48431
2025-07-03 14:15:00+05:30,7366.5,7375.5,7333.5,7350.5,61389
2025-07-03 15:15:00+05:30,7353.0,7356.0,7311.0,7328.0,28415
2025-07-04 09:15:00+05:30,7345.0,7415.5,7253.0,7394.0,116814
2025-07-04 10:15:00+05:30,7393.5,7425.0,7320.5,7347.5,60103
2025-07-04 11:15:00+05:30,7345.5,7356.5,7224.0,7311.5,59942
2025-07-04 12:15:00+05:30,7307.5,7315.5,7265.0,7285.0,19115
2025-07-04 13:15:00+05:30,7285.0,7331.0,7273.0,7304.5,14323
2025-07-04 14:15:00+05:30,7304.0,7367.0,7300.5,7359.0,36536
2025-07-04 15:15:00+05:30,7357.5,7360.0,7322.5,7330.5,25887
2025-07-07 09:15:00+05:30,7347.0,7470.0,7260.0,7452.0,120295
2025-07-07 10:15:00+05:30,7453.5,7486.0,7426.0,7442.0,57372
2025-07-07 11:15:00+05:30,7442.0,7445.5,7328.0,7379.5,71367
2025-07-07 12:15:00+05:30,7380.0,7400.0,7373.0,7389.5,25880
2025-07-07 13:15:00+05:30,7392.0,7395.0,7359.0,7371.0,20244
2025-07-07 14:15:00+05:30,7371.0,7448.0,7358.0,7448.0,61534
2025-07-07 15:15:00+05:30,7448.5,7470.0,7400.5,7414.0,35259
2025-07-08 09:15:00+05:30,7414.0,7497.0,7373.5,7469.5,89115
2025-07-08 10:15:00+05:30,7469.5,7507.5,7441.5,7448.0,48911
2025-07-08 11:15:00+05:30,7448.0,7485.0,7445.0,7476.0,34509
2025-07-08 12:15:00+05:30,7476.0,7488.0,7456.0,7485.0,14485
2025-07-08 13:15:00+05:30,7486.0,7529.0,7484.0,7520.5,44687
2025-07-08 14:15:00+05:30,7520.5,7530.0,7502.0,7516.5,35544
2025-07-08 15:15:00+05:30,7515.5,7522.5,7483.0,7496.0,22228
2025-07-09 09:15:00+05:30,7505.0,7552.0,7450.0,7531.0,74833
2025-07-09 10:15:00+05:30,7531.0,7555.0,7510.0,7526.5,26084
2025-07-09 11:15:00+05:30,7527.0,7537.0,7496.5,7537.0,18116
2025-07-09 12:15:00+05:30,7537.0,7630.0,7530.0,7615.0,65607
2025-07-09 13:15:00+05:30,7615.0,7669.5,7603.0,7669.5,36823
2025-07-09 14:15:00+05:30,7669.5,7719.0,7636.0,7676.5,78131
2025-07-09 15:15:00+05:30,7681.0,7698.0,7650.5,7667.0,23212
2025-07-10 09:15:00+05:30,7679.5,7756.0,7640.0,7731.0,132566
2025-07-10 10:15:00+05:30,7735.0,7750.0,7718.0,7743.5,27826
2025-07-10 11:15:00+05:30,7743.5,7836.5,7734.5,7808.5,88361
2025-07-10 12:15:00+05:30,7808.5,7818.0,7780.0,7795.0,30773
2025-07-10 13:15:00+05:30,7795.0,7799.5,7706.0,7735.0,52576
2025-07-10 14:15:00+05:30,7731.5,7784.0,7726.0,7770.0,45472
2025-07-10 15:15:00+05:30,7770.0,7770.0,7725.5,7738.0,29344
2025-07-11 09:15:00+05:30,7720.0,7842.0,7380.0,7470.0,293991
2025-07-11 10:15:00+05:30,7470.0,7546.5,7457.5,7471.5,103596
2025-07-11 11:15:00+05:30,7465.5,7500.0,7430.0,7440.0,31838
2025-07-11 12:15:00+05:30,7440.0,7446.0,7396.0,7399.0,36291
2025-07-11 13:15:00+05:30,7399.0,7520.0,7396.0,7500.0,81120
2025-07-11 14:15:00+05:30,7500.0,7543.5,7441.0,7469.0,84600
2025-07-11 15:15:00+05:30,7469.0,7479.0,7447.5,7447.5,31595
2025-07-14 09:15:00+05:30,7459.0,7581.0,7459.0,7530.0,59667
2025-07-14 10:15:00+05:30,7530.0,7575.0,7510.0,7544.5,20765
2025-07-14 11:15:00+05:30,7544.5,7609.0,7540.0,7581.0,43754
2025-07-14 12:15:00+05:30,7576.5,7584.0,7533.5,7549.5,21279
2025-07-14 13:15:00+05:30,7552.5,7565.5,7533.0,7560.0,19717
2025-07-14 14:15:00+05:30,7560.0,7624.5,7557.0,7620.0,60270
2025-07-14 15:15:00+05:30,7618.0,7695.5,7612.0,7644.0,25132
2025-07-15 09:15:00+05:30,7663.0,7899.5,7660.0,7770.0,201180
2025-07-15 10:15:00+05:30,7773.5,7799.0,7702.5,7750.0,65492
2025-07-15 11:15:00+05:30,7750.0,7860.0,7717.0,7836.5,67525
2025-07-15 12:15:00+05:30,7836.5,7911.5,7782.5,7880.0,89179
2025-07-15 13:15:00+05:30,7880.0,7888.5,7835.5,7856.5,32951
2025-07-15 14:15:00+05:30,7857.0,7880.0,7805.0,7827.5,59704
2025-07-15 15:15:00+05:30,7825.5,7871.5,7810.0,7831.0,36271
2025-07-16 09:15:00+05:30,7869.5,7900.0,7624.5,7636.0,127177
2025-07-16 10:15:00+05:30,7636.5,7711.0,7630.0,7644.5,45029
2025-07-16 11:15:00+05:30,7644.5,7645.0,7563.0,7602.0,67638
2025-07-16 12:15:00+05:30,7601.0,7650.0,7596.0,7639.0,52517
2025-07-16 13:15:00+05:30,7640.0,7669.5,7606.5,7656.0,55358
2025-07-16 14:15:00+05:30,7660.0,7664.5,7594.5,7599.5,52670
2025-07-16 15:15:00+05:30,7601.0,7601.0,7581.0,7590.5,32657
2025-07-17 09:15:00+05:30,7621.0,7664.0,7541.0,7570.5,70093
2025-07-17 10:15:00+05:30,7570.5,7585.0,7540.0,7579.5,16567
2025-07-17 11:15:00+05:30,7579.5,7620.0,7567.0,7606.5,21785
2025-07-17 12:15:00+05:30,7606.5,7612.0,7591.5,7601.5,11846
2025-07-17 13:15:00+05:30,7601.5,7607.5,7546.0,7580.0,18817
2025-07-17 14:15:00+05:30,7580.0,7596.5,7570.0,7592.0,17621
2025-07-17 15:15:00+05:30,7590.5,7600.0,7581.0,7597.0,20369
2025-07-18 09:15:00+05:30,7598.0,7699.0,7550.5,7646.0,81770
2025-07-18 10:15:00+05:30,7646.0,7663.0,7602.0,7644.5,30775
2025-07-18 11:15:00+05:30,7644.5,7657.0,7607.0,7612.0,10211
2025-07-18 12:15:00+05:30,7612.0,7612.0,7536.0,7554.0,24846
2025-07-18 13:15:00+05:30,7554.0,7590.0,7547.5,7573.0,11170
2025-07-18 14:15:00+05:30,7573.0,7626.0,7561.0,7610.0,31523
2025-07-18 15:15:00+05:30,7608.0,7608.0,7570.0,7587.5,12712
2025-07-21 09:15:00+05:30,7586.0,7597.0,7474.0,7486.0,55352
2025-07-21 10:15:00+05:30,7486.0,7523.0,7484.0,7490.0,26933
2025-07-21 11:15:00+05:30,7490.0,7500.0,7456.0,7475.0,16781
2025-07-21 12:15:00+05:30,7475.0,7475.0,7440.5,7442.0,17546
2025-07-21 13:15:00+05:30,7442.0,7469.5,7392.0,7437.5,41575
2025-07-21 14:15:00+05:30,7439.5,7480.0,7436.0,7469.5,72466
2025-07-21 15:15:00+05:30,7468.0,7498.0,7451.5,7474.0,24787
2025-07-22 09:15:00+05:30,7475.0,7573.5,7463.5,7488.5,54417
2025-07-22 10:15:00+05:30,7488.5,7494.0,7452.0,7454.0,13151
2025-07-22 11:15:00+05:30,7454.0,7475.5,7428.0,7447.5,15316
2025-07-22 12:15:00+05:30,7447.5,7502.5,7436.5,7472.0,15782
2025-07-22 13:15:00+05:30,7472.0,7478.0,7391.0,7403.0,16332
2025-07-22 14:15:00+05:30,7400.0,7410.0,7357.0,7377.5,29690
2025-07-22 15:15:00+05:30,7377.0,7387.5,7355.0,7383.5,15621
2025-07-23 09:15:00+05:30,7405.5,7429.5,7257.0,7279.0,53128
2025-07-23 10:15:00+05:30,7278.5,7314.5,7243.0,7263.0,29282
2025-07-23 11:15:00+05:30,7263.0,7287.5,7247.5,7280.5,14239
2025-07-23 12:15:00+05:30,7280.5,7365.0,7270.5,7310.5,35232
2025-07-23 13:15:00+05:30,7310.5,7320.0,7283.0,7286.0,7763
2025-07-23 14:15:00+05:30,7286.5,7343.5,7285.0,7307.0,28937
2025-07-23 15:15:00+05:30,7306.0,7317.0,7299.5,7300.5,15898
2025-07-24 09:15:00+05:30,7315.0,7343.0,7224.0,7234.0,45282
2025-07-24 10:15:00+05:30,7230.5,7308.5,7215.0,7304.0,19342
2025-07-24 11:15:00+05:30,7304.0,7339.0,7271.0,7300.0,19255
2025-07-24 12:15:00+05:30,7300.0,7333.0,7280.0,7287.0,15072
2025-07-24 13:15:00+05:30,7287.0,7373.0,7283.0,7358.0,30074
2025-07-24 14:15:00+05:30,7358.0,7404.0,7325.0,7378.0,66269
2025-07-24 15:15:00+05:30,7378.0,7384.0,7351.0,7359.0,16310
2025-07-25 09:15:00+05:30,7370.0,7430.0,7342.5,7387.0,48624
2025-07-25 10:15:00+05:30,7387.0,7388.0,7281.0,7281.0,30675
2025-07-25 11:15:00+05:30,7281.0,7311.0,7253.0,7257.5,16041
2025-07-25 12:15:00+05:30,7257.5,7271.5,7240.0,7243.0,12698
2025-07-25 13:15:00+05:30,7243.0,7243.0,7203.0,7220.0,16493
2025-07-25 14:15:00+05:30,7220.0,7294.5,7220.0,7272.0,48462
2025-07-25 15:15:00+05:30,7274.5,7280.0,7255.0,7273.5,16265
2025-07-28 09:15:00+05:30,7273.5,7419.5,7273.5,7402.0,56813
2025-07-28 10:15:00+05:30,7402.0,7418.0,7363.0,7395.0,17641
2025-07-28 11:15:00+05:30,7395.0,7470.0,7389.5,7444.0,43175
2025-07-28 12:15:00+05:30,7440.0,7479.0,7438.0,7460.0,31504
